( SECYT_mm_1_21 "El ambiente ofrecía gran variedad de recursos." )
( SECYT_mm_1_701 "intentó sonreír para desimpresionar a la virreina." )
( SECYT_mm_1_591 "La paleontóloga descubrió un ictosaurio genuino." )
( SECYT_mm_1_373 "El engaitador era non sancto." )
( SECYT_mm_1_56 "En esa región hubo asentamientos prehispánicos." )
( SECYT_mm_1_696 "Le dió un impiadoso puntapié." )
( SECYT_mm_1_92 "La medida afecta a todos los agricultores." )
( SECYT_mm_1_187 "La gran ciudad del imperio está reconstruida." )
( SECYT_mm_1_384 "Hallan lignito en Argel." )
( SECYT_mm_1_669 "Le dieron en el almacén una bolsa elástica de polietileno." )
( SECYT_mm_1_104 "Las guerrilleras filmaron un video." )
( SECYT_mm_1_121 "Los ferroviarios tienen la concesión del mayor tren de cargas." )
( SECYT_mm_1_594 "El arrendatario pagó su renta con un cheque." )
( SECYT_mm_1_538 "Van a asfaltar el camino polvoriento." )
( SECYT_mm_1_484 "Leandro quiere bautizarse en la fé de Jehová." )
( SECYT_mm_1_521 "La cohorte deberá escoltar al pabellón patrio." )
( SECYT_mm_1_347 "Compró un tonel de membrillo." )
( SECYT_mm_1_270 "La hediondez se debía al estiércol." )
( SECYT_mm_1_570 "Piensan registrar trescientas faltas de tránsito por día." )
( SECYT_mm_1_134 "No escupir en el suelo." )
( SECYT_mm_1_224 "No obsta europeizar aquél rincón de la cultura." )
( SECYT_mm_1_485 "La drogadicción con psicofármacos es un verdadero flagelo." )
( SECYT_mm_1_378 "Se acostó en un helechal afelpado." )
( SECYT_mm_1_98 "La vida es una enfermedad del espíritu." )
( SECYT_mm_1_344 "Debía mezclarlo con glicerina." )
( SECYT_mm_1_338 "Está adscripto a la cátedra de lingüística." )
( SECYT_mm_1_357 "Le gustaba la gaita y el cantejondo." )
( SECYT_mm_1_93 "La noche fue un ir y venir de gente." )
( SECYT_mm_1_614 "Recatier tuvo un pálpito entristecedor." )
( SECYT_mm_1_24 "El blanco requiere un paso breve por madera." )
( SECYT_mm_1_124 "Los rebeldes entregaron cartas de afecto." )
( SECYT_mm_1_596 "El viaje por Marruecos fue asombroso." )
( SECYT_mm_1_148 "Recién nos dieron la noticia." )
( SECYT_mm_1_551 "Usaba un guante bordado con lentejuelas." )
( SECYT_mm_1_264 "El influente terapeuta Freire ejerció la hipnosis." )
( SECYT_mm_1_534 "Sobrestiman la incidencia de rayos ultravioletas." )
( SECYT_mm_1_631 "Porfiadamente empezó a debatirse ante el absurdo." )
( SECYT_mm_1_184 "Hubo ruido al caer un equilibrista en un circo de Guillón." )
( SECYT_mm_1_611 "Pusieron una sonda en el cráter del volcán." )
( SECYT_mm_1_403 "Ganaron dos atletas africanos." )
( SECYT_mm_1_405 "Contó con una gran producción visual." )
( SECYT_mm_1_495 "Piden el desafuero del consejo gubernativo provincial." )
( SECYT_mm_1_318 "El algoritmo se representa con la letra ípsilon." )
( SECYT_mm_1_36 "El gremio de docentes convocó a un paro nacional." )
( SECYT_mm_1_250 "El caraipo y los coipos son autóctonos." )
( SECYT_mm_1_556 "Laurentino es bromista y chistoso." )
( SECYT_mm_1_172 "Una profesora quiso salir del establecimiento." )
( SECYT_mm_1_95 "La plaza que lo evoca asemeja un transplante de París." )
( SECYT_mm_1_269 "Es huérfano desde aquél traumático suicidio." )
( SECYT_mm_1_636 "Contrasta con el modesto patiecillo santiagueño." )
( SECYT_mm_1_645 "Ese tintero es un armatoste." )
( SECYT_mm_1_679 "Desmontar el mimbrón con musgo es fácil." )
( SECYT_mm_1_8 "Bernasconi prófugo." )
( SECYT_mm_1_60 "En su hábitat gruñir es común." )
( SECYT_mm_1_123 "Los próceres pretenden otorgar fiabilidad al vil metal." )
( SECYT_mm_1_287 "La inolvidable belleza pictórica de México." )
( SECYT_mm_1_411 "Estos fueron cálculos de la De Ge I." )
( SECYT_mm_1_568 "Tiene una lastimadura desde el pectoral hasta la pelvis." )
( SECYT_mm_1_71 "Hablen del complot." )
( SECYT_mm_1_135 "No pueden vincularse las mediciones." )
( SECYT_mm_1_52 "El virus temporalmente se detiene." )
( SECYT_mm_1_574 "Vidueña es un rufiancete desafiador." )
( SECYT_mm_1_410 "Intenta conseguir ayuda." )
( SECYT_mm_1_370 "Cortó el vidrio en forma de cuadrángulo." )
( SECYT_mm_1_251 "El hombre de pelo crespo se comportaba caballerilmente." )
( SECYT_mm_1_130 "Muebles y máquinas son parte de la herencia familiar." )
( SECYT_mm_1_154 "Son ciudadanos desalentados que no pueden afrontar los gastos." )
( SECYT_mm_1_593 "El mariachi ejecutó una pieza arrítmica y bochinchera." )
( SECYT_mm_1_230 "Usó la cortaplumas para destroncar el bonsai." )
( SECYT_mm_1_277 "El egiptólogo se mostró inepto en la autopsia." )
( SECYT_mm_1_328 "El afictionado era inexperto." )
( SECYT_mm_1_222 "Coloque el atún crudo en el molde con aceite caliente." )
( SECYT_mm_1_15 "Contagia energía y fervor." )
( SECYT_mm_1_703 "Deja ya de desprestigiar arruinar y arrastrar por el lodo al prójimo." )
( SECYT_mm_1_668 "Jorge empuñó sañudamente el zarrampín." )
( SECYT_mm_1_238 "El ahorrista no quería fiarle." )
( SECYT_mm_1_699 "Enfrentó al rinoceronte con su revólver." )
( SECYT_mm_1_464 "La anfitriona sufrió un esguince en el empeine." )
( SECYT_mm_1_212 "Las empanadas de hojaldre son aceitosas." )
( SECYT_mm_1_479 "El cabeza de chorlito hace las cosas al tuntún." )
( SECYT_mm_1_380 "Ella frunce cáusticamente sus labios." )
( SECYT_mm_1_208 "Permitió expurgar las dudas del universo corpuscular." )
( SECYT_mm_1_191 "El manual de guerra prescribe orden subordinación fuerza y lealtad." )
( SECYT_mm_1_477 "Es una aglutinación de glucosa fructosa y fosfatos." )
( SECYT_mm_1_579 "La sociedad burguesa era anglófila y afrancesada." )
( SECYT_mm_1_607 "Noemí dejo un mensaje inesperado en el contestador." )
( SECYT_mm_1_169 "Una conexión clandestina de gas produjo una explosión." )
( SECYT_mm_1_312 "La rebelión pareció ineluctable." )
( SECYT_mm_1_463 "El croquis indica que la pistola fue guardada en el cajoncito." )
( SECYT_mm_1_462 "Tuve que aprender hermenéutica para descifrar la jeringonza del fiscal." )
( SECYT_mm_1_292 "La pieza griega representa el rapto de las Nereidas." )
( SECYT_mm_1_183 "Una insurgencia prometió luchar por el éxito de la causa." )
( SECYT_mm_1_739 "Acoités sintió el desgate en la última vuelta." )
( SECYT_mm_1_644 "Los castrenses dieron al traste con su tosquedad." )
( SECYT_mm_1_371 "Las termitas taladran la jamba de madera." )
( SECYT_mm_1_78 "La caída de agua será cercana a su marca normal." )
( SECYT_mm_1_423 "Plantó un urunday y chilcas." )
( SECYT_mm_1_582 "La salsa es un ritmo danzante del trópico." )
( SECYT_mm_1_700 "No hay un ciprés puertorriqueño." )
( SECYT_mm_1_395 "Intentó amainar el aplastamiento." )
( SECYT_mm_1_215 "Hizo un corpus de oraciones bimembres." )
( SECYT_mm_1_573 "Saltamontes dibujo una acuarela en el papel apaisado." )
( SECYT_mm_1_253 "Los huelguistas se comportaron varonilmente." )
( SECYT_mm_1_219 "La chiltota y el aguaitacaimán son aves americanas." )
( SECYT_mm_1_119 "Los datos del instituto reflejan un aumento de la población." )
( SECYT_mm_1_456 "Ahora viene la cocción de las albóndigas y los buñuelos para el almuerzo." )
( SECYT_mm_1_402 "El jueves se coronó al campeón mundial de ajedrez." )
( SECYT_mm_1_586 "A la gallinita le pegaron un pantuflazo en la cerviz." )
( SECYT_mm_1_217 "Es sonámbula no está embriagada o ebria." )
( SECYT_mm_1_237 "Apostaba a la brisca y otros juegos de naipes." )
( SECYT_mm_1_641 "Se produjo un hundimiento en el cuerpo de la tumbadora." )
( SECYT_mm_1_282 "No sabían si era plumbagina o un dolor intrauterino." )
( SECYT_mm_1_695 "De tanto arrastrarlo logró desgastar el poncho." )
( SECYT_mm_1_401 "Hubo gritos y festejos por el desempeño de los beisbolistas españoles." )
( SECYT_mm_1_552 "El cazabombardero lanzó proyectiles contra la metrópolis." )
( SECYT_mm_1_542 "El gremialista reivindicó el cobro del aguinaldo." )
( SECYT_mm_1_59 "En la terminal de ómnibus se venden diarios y revistas." )
( SECYT_mm_1_158 "Triple garantía en los depósitos bancarios." )
( SECYT_mm_1_656 "Por debajo de la chacra pasa un acueducto." )
( SECYT_mm_1_157 "Tiene muchos entusiastas la náutica en Moreno." )
( SECYT_mm_1_244 "Dijo alcaloide o solenoide." )
( SECYT_mm_1_133 "No es fácil arrojarse al agua desde un trampolín." )
( SECYT_mm_1_204 "Recuerdo a mi abuelo hablar sin pausa." )
( SECYT_mm_1_64 "Esas variaciones no se detectan fácilmente." )
( SECYT_mm_1_106 "Las madres hablaron tras la intervención de Pablo." )
( SECYT_mm_1_107 "Las perspectivas sobre el país mejoran." )
( SECYT_mm_1_369 "Estaba envuelto en una cherkera." )
( SECYT_mm_1_101 "Las clases de este cuatrimestre empiezan en verano." )
( SECYT_mm_1_150 "Se confirma la eficacia de la acupuntura." )
( SECYT_mm_1_584 "La soprano entonó con frescura el himno de la alegría." )
( SECYT_mm_1_639 "El capellán le enseñó a jugar a la rayuela." )
( SECYT_mm_1_374 "De tan redundante empezó a aburrir." )
( SECYT_mm_1_461 "Los afeites del veracruzano son simulacros del duro trajín." )
( SECYT_mm_1_276 "El teutón despierta con su vivac." )
( SECYT_mm_1_496 "Delfina se deleitó con el glacial fueguino." )
( SECYT_mm_1_194 "Las golondrinas vuelan a través de la luz del horizonte." )
( SECYT_mm_1_511 "Gendarmería abordará el problema del narcotráfico." )
( SECYT_mm_1_118 "Los contratados oscilan entre adultos jóvenes y mayores." )
( SECYT_mm_1_246 "Subí un peldaño más y alcanzá la lamparita." )
( SECYT_mm_1_383 "El hiato en la piedra comenzó a agrietarse." )
( SECYT_mm_1_4 "Ayer leí la novela en el patio hoy lo hice a pleno sol." )
( SECYT_mm_1_549 "Germán pidió turno para el dentista." )
( SECYT_mm_1_33 "El futbol el box y el tenis son los deportes del siglo." )
( SECYT_mm_1_266 "Arrinconó a la criatura malcriada." )
( SECYT_mm_1_588 "El haragán estaba enfrascado en su periódico." )
( SECYT_mm_1_587 "El galgo persigue a la perdiz." )
( SECYT_mm_1_602 "El alergista le ordenó un estricto chequeo médico." )
( SECYT_mm_1_144 "Por la noche en el sur aparecerán nubes y probables lluvias." )
( SECYT_mm_1_235 "Comenzó a cellisquear una especie de aguachirle." )
( SECYT_mm_1_323 "Veneraban una deidad mixta y heroica." )
( SECYT_mm_1_11 "Cada especialista aprende a trabajar en equipo." )
( SECYT_mm_1_301 "La continuidad de sus aciertos inquietó al crupier." )
( SECYT_mm_1_80 "La ciudad vieja luce una metamorfosis." )
( SECYT_mm_1_175 "Yo tamicé la harina con sal." )
( SECYT_mm_1_524 "Jesús habló al apóstol." )
( SECYT_mm_1_427 "El episcopado cristiano rindió homenaje al fraile." )
( SECYT_mm_1_393 "Era un lugar encrespado y lleno de pedriscos." )
( SECYT_mm_1_160 "Un changarín se presentó en la sede de la lotería." )
( SECYT_mm_1_737 "El pejerrey es un pez dulceacuícola y huidizo." )
( SECYT_mm_1_569 "Indignación por el taxista asesinado en flandria." )
( SECYT_mm_1_330 "Propusieron un plan de reinversión en la industria metalúrgica." )
( SECYT_mm_1_678 "Largó con espontaneidad su inmundicia." )
( SECYT_mm_1_376 "Es un ejemplo de adopción del criollismo." )
( SECYT_mm_1_387 "No lo puede sustituir por esa friolera." )
( SECYT_mm_1_609 "Adelaida Lescano preparará un postre mil hojas." )
( SECYT_mm_1_38 "El motor levanta muchas revoluciones de golpe." )
( SECYT_mm_1_740 "Se tomarán ejercicios de diptongos y esdrújulas." )
( SECYT_mm_1_317 "La poisa es la cáscara de los granos." )
( SECYT_mm_1_70 "Graduarse de abogado para defender la ley." )
( SECYT_mm_1_28 "El colegio municipal brinda educación primaria." )
( SECYT_mm_1_229 "Qué dios lo acompañe." )
( SECYT_mm_1_151 "Se está construyendo la mezquita más grande de América." )
( SECYT_mm_1_346 "Son lentes bicapsulares y convexos." )
( SECYT_mm_1_297 "Hay que zambullir el limón en el daiquiri." )
( SECYT_mm_1_355 "Salió a barrer el macadam." )
( SECYT_mm_1_44 "El presidente desea inaugurarla antes de irse." )
( SECYT_mm_1_89 "La información puede leerse en el libro del profesor." )
( SECYT_mm_1_553 "El capataz tiene un trato injustificado con los jornaleros." )
( SECYT_mm_1_451 "En la antiguedad creyeron en espíritus nocturnos." )
( SECYT_mm_1_281 "Adopta una postura cáustica ante la chusma." )
( SECYT_mm_1_103 "Las flores de brócoli hierven enseguida." )
( SECYT_mm_1_632 "Mostró un menosprecio tenaz por el nombramiento de Grosso." )
( SECYT_mm_1_47 "El proyecto fue abandonado por tantas trabas burocráticas." )
( SECYT_mm_1_332 "El edil propuso un nuevo canon." )
( SECYT_mm_1_548 "El ballestero coloca la flecha en la ballesta." )
( SECYT_mm_1_199 "Vemos aquí una vista de la frontera con el territorio Galés." )
( SECYT_mm_1_581 "Intentó desenmascarar al asaltante en el enjuiciamiento." )
( SECYT_mm_1_248 "Caramba Qué de berrinches tienen los Juanes." )
( SECYT_mm_1_653 "Su listado de mascotas incluye un lince." )
( SECYT_mm_1_324 "La música de los gaiteros arraiga en su sangre." )
( SECYT_mm_1_120 "Los elegantes restaurantes permiten una cena de nivel." )
( SECYT_mm_1_294 "Barrunta una sinopsis sobre aritmética." )
( SECYT_mm_1_626 "Recorrió el confín del conglomerado urbano." )
( SECYT_mm_1_478 "El baquiano saca un tronco de acequia la." )
( SECYT_mm_1_242 "Juana vestía con briales y lienzos." )
( SECYT_mm_1_398 "Habrá una presentación legal por el quebranto de la administración pública." )
( SECYT_mm_1_2 "Alzó la voz para ahuyentar a los perros." )
( SECYT_mm_1_372 "El berimbao empezó a ritmar con el bongó." )
( SECYT_mm_1_259 "Pasteurizar la leche elimina bacterias." )
( SECYT_mm_1_486 "Baldomero tiene adicción por el fútbol." )
( SECYT_mm_1_295 "La criada lloró el enclaustramiento del ladronzuelo." )
( SECYT_mm_1_469 "Pretende apaciguar su angurria." )
( SECYT_mm_1_646 "El astigmatismo es un trauma para Lía." )
( SECYT_mm_1_180 "Auspiciaron reunión por la política antibloqueo." )
( SECYT_mm_1_475 "Le dieron píldoras en cápsulas para el aneurisma." )
( SECYT_mm_1_223 "Al taladrar la moldura se ensuciaron los mosaicos con aserrín." )
( SECYT_mm_1_307 "El remolque comenzó a descarriarse." )
( SECYT_mm_1_99 "La voluntad del juez fue impuesta en tribunales." )
( SECYT_mm_1_278 "Ordenó repatriar sus restos con toda pompa." )
( SECYT_mm_1_647 "Fue absuelto Su situación es estrambótica e incontestable." )
( SECYT_mm_1_682 "Me llamó con un chasquido muchachil." )
( SECYT_mm_1_583 "El letrista compuso cielitos zambas y villancicos." )
( SECYT_mm_1_308 "Está recogiendo la hidromiel." )
( SECYT_mm_1_19 "Difundieron declaraciones incendiarias." )
( SECYT_mm_1_649 "El empréstito es impropio." )
( SECYT_mm_1_616 "Puso el torrontés y el turrón en el canasto." )
( SECYT_mm_1_713 "Su aspecto es glandífero y sueroso." )
( SECYT_mm_1_274 "Estuvo en aprietos con el gauchaje buscapleitos." )
( SECYT_mm_1_195 "El pan es sabroso pero engorda." )
( SECYT_mm_1_168 "Una rueda simple y genial." )
( SECYT_mm_1_675 "Debes adecuar ese peluquín." )
( SECYT_mm_1_27 "El cocinero cortó la torta con cuchillo." )
( SECYT_mm_1_97 "La reflexión sobre la laicidad es interesante." )
( SECYT_mm_1_322 "Era un ángel celestial de corporeidad oblonga." )
( SECYT_mm_1_159 "Turquía es un pueblo propenso a sismos." )
( SECYT_mm_1_339 "Hizo xilografías en Egipto." )
( SECYT_mm_1_406 "Todavía persisten una serie de enigmas." )
( SECYT_mm_1_87 "La gran ciudad del imperio está reconstruida." )
( SECYT_mm_1_488 "Su creencia en el horóscopo me dejó estupefacto." )
( SECYT_mm_1_162 "Un perfume de claveles y magnolias invadió el lugar." )
( SECYT_mm_1_711 "El gangrenoso a pesar de estar flanqueado por el dolor comía frugalmente." )
( SECYT_mm_1_633 "Hay que despolvorear con azúcar impalpable." )
( SECYT_mm_1_442 "Desenvaina el trinchete y corta la acelga de la amelga." )
( SECYT_mm_1_367 "Vestía un tipoi estilo matriarcal." )
( SECYT_mm_1_440 "El mambo y la bamba son bailes arriscados." )
( SECYT_mm_1_254 "Comenzaron a pugnar por el usufructo de su trabajo." )
( SECYT_mm_1_48 "El reloj de la canción se yergue en el centro del mercado." )
( SECYT_mm_1_298 "No hubo quórum para arreglarlo." )
( SECYT_mm_1_209 "Observó la redacción con el grafoscopio." )
( SECYT_mm_1_256 "Su respiración era disnéica casi asfíctica." )
( SECYT_mm_1_146 "Quilmes desarrolló una botella de cuello largo." )
( SECYT_mm_1_468 "Fue a tomarse un trinquis de vino achampañado al bodegón." )
( SECYT_mm_1_306 "El fideicomiso es la decimosexta parte." )
( SECYT_mm_1_741 "El señudo hombre neivano saludaba con donaire." )
( SECYT_mm_1_305 "Su mano podía ser prieta o blonda." )
( SECYT_mm_1_397 "Hallan dieciséis kilos de pasta de cocaína en el noroeste del país." )
( SECYT_mm_1_280 "Era una jaula de mimbres abalaustrados." )
( SECYT_mm_1_513 "El radioescucha tiende a desconfiar del estilo discursivo." )
( SECYT_mm_1_449 "Esta ficción gauchesca pampeana sigue al costumbrismo." )
( SECYT_mm_1_489 "La prueba dactiloscópica del rufián fue insatisfactoria." )
( SECYT_mm_1_437 "Impidieron la huida del máximo dirigente del cártel colombiano." )
( SECYT_mm_1_622 "La estatua del centauro es ancestral." )
( SECYT_mm_1_585 "El inmigrante yugoeslavo llevaba una vida estoica." )
( SECYT_mm_1_49 "El tractor se incrustó en el puente." )
( SECYT_mm_1_394 "Tiene motivos para alegrarse si enviuda." )
( SECYT_mm_1_100 "Las alhajas aportan brillo a esta subasta." )
( SECYT_mm_1_537 "Debió ponderar la ingeniosidad del ñato." )
( SECYT_mm_1_572 "Realte arrojo el talismán a la marchanta." )
( SECYT_mm_1_554 "Fueron a sesgar el maizal." )
( SECYT_mm_1_601 "Hubo agolpamiento y vocinglería." )
( SECYT_mm_1_502 "Juanita tiene nostalgia de su infancia." )
( SECYT_mm_1_349 "Averigüe el significado de conmixtión." )
( SECYT_mm_1_132 "Ningún canto de pájaro alegra el barrio." )
( SECYT_mm_1_590 "La orquesta filarmónica belga ejecutará la buenaventura." )
( SECYT_mm_1_290 "La oftalmóloga le recetó anteojos de carey." )
( SECYT_mm_1_471 "El concejal coimero está en la cárcel." )
( SECYT_mm_1_309 "Miró al antropoide con sus prismáticos." )
( SECYT_mm_1_291 "Existen incógnitas acerca del tiroidismo." )
( SECYT_mm_1_687 "Ardientemente paladeó la sabrosura de la hamburguesa." )
( SECYT_mm_1_539 "Gabi quedó ahíta ante el resplandor de la esmeralda y el rubí." )
( SECYT_mm_1_481 "El arte es intrínseco a la didáctica de la plástica." )
( SECYT_mm_1_17 "De día o de noche desandar Sarandí es un placer." )
( SECYT_mm_1_438 "El pedal y el piñón impulsan a la bicicleta." )
( SECYT_mm_1_396 "La policía incautó quinientos gramos de marihuana." )
( SECYT_mm_1_558 "Fue conflictiva la nueva reglamentación para el estudiantado." )
( SECYT_mm_1_179 "Anuncian una financiación del catorce por ciento de interés." )
( SECYT_mm_1_730 "Estudia la teoría ptolemaica y la eliocéntrica." )
( SECYT_mm_1_193 "La epidemia se expandió en forma veloz." )
( SECYT_mm_1_540 "El pronóstico de la esfinge es abrumador." )
( SECYT_mm_1_692 "La luna menguante daba quietud." )
( SECYT_mm_1_310 "Se mostró indemne e inactivo." )
( SECYT_mm_1_379 "Su política anteiglesia impedía enfeudar al país." )
( SECYT_mm_1_501 "El fascismo es un sistema coercitivo y nefasto." )
( SECYT_mm_1_691 "La ionósfera tubo un agrandamiento considerable." )
( SECYT_mm_1_364 "Lograron anclar en el Atlántico." )
( SECYT_mm_1_508 "La comadreja dormita en la madreselva." )
( SECYT_mm_1_736 "El franhueso empezó a boznar." )
( SECYT_mm_1_284 "El monstruo sostuvo al pigmeo prietamente." )
( SECYT_mm_1_466 "El queso Chester y el son de origen inglés estocafis." )
( SECYT_mm_1_732 "El abadol se revolcaba sobre el güenche amelcochado." )
( SECYT_mm_1_14 "Cientos de edificios se reducirán a escombros." )
( SECYT_mm_1_335 "Algunos dicen gamba en vez de pierna." )
( SECYT_mm_1_29 "El conjunto de las escenas se reitera en el galpón." )
( SECYT_mm_1_361 "Lluvia con truenos en Medellín." )
( SECYT_mm_1_619 "Rendían pleistecía vikingo conquistador." )
( SECYT_mm_1_110 "Llueve sobre las piedras de la pared." )
( SECYT_mm_1_102 "Las etapas del desarrollo infantil difieren según el niño." )
( SECYT_mm_1_419 "Sus coplas cultiban el dáctilo y forman graciosos acrósticos." )
( SECYT_mm_1_314 "Humecta y aísla al mismo tiempo." )
( SECYT_mm_1_381 "El médico decidió sustituirle el dispéptico." )
( SECYT_mm_1_241 "Expurgan la brujería de aquel sitio." )
( SECYT_mm_1_138 "Padecieron dictaduras y dictablandas." )
( SECYT_mm_1_735 "tiene que requintar bastante para obtener el desembolso." )
( SECYT_mm_1_506 "Intentaron quebrantar el acuartelamiento." )
( SECYT_mm_1_564 "El sexteto tiene viola y saxofón." )
( SECYT_mm_1_509 "asistió a la dramatización dionisíaca." )
( SECYT_mm_1_166 "Una asamblea resolvió la clausura." )
( SECYT_mm_1_545 "La fricativa gingival se articula con el predorso de la lengua." )
( SECYT_mm_1_651 "Es plausible la venta de canapés a la comunidad europea." )
( SECYT_mm_1_561 "El exorcista es un personaje fantasmal y noctámbulo." )
( SECYT_mm_1_688 "Emblanquecer y enhastillar la tela." )
( SECYT_mm_1_436 "En la cresta de la ola despilfarró la fortuna de aquel año próspero." )
( SECYT_mm_1_69 "Fumar es dañino para la salud." )
( SECYT_mm_1_630 "Vió la película de espionaje en matiné." )
( SECYT_mm_1_565 "Su capricho por el caleidoscopio es una puerilidad." )
( SECYT_mm_1_627 "Causo estupor la mezquindad del benefactor." )
( SECYT_mm_1_503 "El truhán le tendió una emboscada a la viejezuela." )
( SECYT_mm_1_738 "No sacarás ananá del malquilihue." )
( SECYT_mm_1_320 "Me molesta el rimbombo del timbre." )
( SECYT_mm_1_473 "En el zanjón se formó un riacho que inunda la barriada." )
( SECYT_mm_1_342 "Necesitaba un enfriador para el iglú." )
( SECYT_mm_1_337 "Se hallaba a dos leguas del umbral del feudo." )
( SECYT_mm_1_171 "Una pintura de Seguí dará testimonio." )
( SECYT_mm_1_690 "Trajeron once mil vacunas intramusculares." )
( SECYT_mm_1_723 "Juana Licto compró un sahúmo chihuahuense." )
( SECYT_mm_1_336 "Examinan la fluencia de los leucocitos." )
( SECYT_mm_1_43 "El premier ruso advirtió sobre la censura." )
( SECYT_mm_1_67 "Fue despedido por un recorte presupuestario." )
( SECYT_mm_1_326 "Comenzó a endilgarle invectivas e injurias." )
( SECYT_mm_1_340 "Los suplentes están resfriados." )
( SECYT_mm_1_420 "El verso es un díptico de perfecto ictus." )
( SECYT_mm_1_260 "Es una muestra de folclore mexicano." )
( SECYT_mm_1_681 "La diastema entre chinche y chinche debe ser similar." )
( SECYT_mm_1_698 "Se cree muy sabionda cuando maneja el microonda." )
( SECYT_mm_1_156 "Subieron las tarifas de los servicios públicos." )
( SECYT_mm_1_353 "Longuis y cantimpla significan tonto." )
( SECYT_mm_1_45 "El presidente la llama tormenta regional." )
( SECYT_mm_1_608 "Llegaron a la conciliación por el canal de Panamá." )
( SECYT_mm_1_684 "En su afán de lograr confiabilidad decidió microfilmar." )
( SECYT_mm_1_458 "Le dió una tundra porque acompañé a su novia." )
( SECYT_mm_1_161 "Un cuadro distinto se vivía en Boca." )
( SECYT_mm_1_6 "A veces los ladrones se disfrazan para robar." )
( SECYT_mm_1_474 "Hirvieron un bombón y chongos zamoranos." )
( SECYT_mm_1_236 "El ahuizote es de mal agüero." )
